Topics,Helpers,Mentor,Question,text
,,leadership_anderson-clint_cpo,What skills do you wish you had mastered before entering your profession?,"I think the best thing that I learned was how toe look up things. I tried Thio be the best leader that I could all the way up until I was the first class. And that was, you know, going on Google and looking here and, um, asking around and, you know, going to another office and saying, Hey, what's the policy on this, you know, kind of like, uh, wagon, my my telling a circle. But, um, before I joined the chief strings, and especially afterwards, I swapped up my leadership style. They actually taught me how to become a better leader. Um, a little bit during, um, my second class and my third class years, but a lot, especially during my first class years. And after I became in chief, uh, they told me which websites to visit. Uh, they told me, like which people in the separate departments toe go visit. So it's not necessarily a skill, um, of knowing how to do something but more about knowing who to talk to knowing that that was a resource that I had that I wasn't taking advantage of before"
,,leadership_anderson-clint_cpo,What is one question you wished you asked earlier?,"the question that I wish I would have asked earlier earlier. Um, that was a really big surprise to me. Is the difference between the different ranks? Um, you have pity officers, then you have chiefs, and then you have officers and, um, they're split by whether you have a bachelor's degree and whether you've been commissioned. And I didn't really understand that critical piece until, like, well, in tow. After the time that I joined the join the service, um, for instance, people were being called Chiefs and Master Chiefs while I was in boot camp. They were saying, Well, you know, like if we don't do these certain things, there's certain things that, um, things first class is gonna make a chief and I didn't really understand, Like how you were supposed to be promoted along the lines of the military. Um, being a kid, I just thought, all right, your private I knew what that was, and I heard that there was an admiral and I knew what that was. And I thought you just joined. And then you just stay in. You get better and better and better at your job, and then you're finally you know an admiral or something. I had no idea about the rank structure. But now I know that separated by, um books and learning and degrees and evaluation marks and awards Eso I wish that would have been, uh, clarified even before I joined the service. Um eh, so that I could have a better idea of the structure of what I'm getting into."
,,leadership_anderson-clint_cpo,"As a leader, how much more will I know about the overall goals of the work I am doing?","generally, the Chiefs know a lot more than some of his subordinates. There are times that I'm at a table and we talked for an hour just with the Chang, the chief engineer, the other officers in the units, the junior officers in the unit, about the overall goal of the ship. You know what? We have this ship in, uh, in Guam. We need to get it over to this other island. We have these problems with it. You know, this pump over here effects this pump be over there and without that pump than this other machine is gonna work, and you have to kind of understand all of it. Now, the sailors under you don't necessarily need to know that whole entire thing. It's gonna overwhelm them. Some of them have just been in for a few months. Others a year or two, and they're they're just getting the feel for the Navy. So they they're not gonna understand all of those other pieces of equipment or how they operate, But they don't need to. And that's the point. That's your whole goal as a chief, to separate the critical from the non critical. Um, so yeah, that our long conversation that I had talking about How we as a group as a ship as a department are going to get the ship from a to B. I filter that down to say, Hey, you know what? Third class, Petty officer, second class Petty officer, We have, uh, that's led to sell. That needs to be taken out and provided with this new one. Can you guys do that? Yes. Thing that that whole entire transformation of getting the ship from point A to B is just whittled down to that one small task for them."
,,leadership_anderson-clint_cpo,What was the most difficult part of your training?,"the most difficult part of my training, I would like to say, should be new power school. Um, that's getting up early in the morning until evening. You, of course, have time for, uh, toe workout. You have time to eat lunch, But when you know, there's a test on Monday and you don't really know much about the material, you spend that whole entire weekend from sunup to sundown just studying. And I would like to say that that whole entire two year training that I had learning about electron ICS and he transferred fluid flow and nuclear technology in chemistry. Um, doesn't quite compare to the training that I got once I got to the USS John C. Stennis that a lot of, um, even non nukes are gonna experience. And this is what I mean, when you're in school, you're in a nice, safe environment. Um, the sun is shining. You can kind of see out the window, but basically, you're at a desk and you're typing and your writing and your, um, listening on did you don't develop too much sweat. But when you're on the ship, uh, you can have some days that are just as long or even longer. Um, when things could break because of you, when people get hurt, sometimes when you're falling asleep. But you're keeping yourself awake by drinking lots of coffee. You know that training on and it is called training because the whole entire time you're learning your actually doing doing doing thin learning, doing, doing, doing, then learning, Um, but that those years of my lives of my life was very intense, Thio, to say the least."
,,leadership_anderson-clint_cpo,"You are having a conflict in the first few days in your unit, is that normal or no?","generally, the way the Navy structured is that you could take a little piece from one place and, ah, like, easily slide it into the next place. You shouldn't be having any trouble when you get to a new unit. Um, I've known several people that came from U. S s warrior and they were immediately put on the USS Blue Ridge and they slid right in. You know, after the second day, you couldn't tell them apart from anybody else, somebody that that just came in, he would not be able to say, Hey, you know what? Like this is a new guy. Um, that's the way the Navy is supposed to work when it doesn't. Then that's, uh, that's a time that, you know, you and the chief need to talk about what? What the problems are. Is it a personality problem? Is it the fact that you're dealing with this new equipment, that you don't know? Um, how to operate yet? But it shouldn't be that that case at all ast faras personality. We all try to be the same here. We try to be accepting opening a new person in the unit that makes our our unit better that makes our work go down. So you shouldn't have a problem. Uh, sliding into the unit assed faras work that you're getting, um we generally start you off at the level that you're supposed to be. If you're first class, you should know X, Y and Z should know how to manage your work center. You should know the equipment that you're working on. If you're second class, you should be familiar with, um, how to read Bull's eyes. How Toe transit about the ship. You know how to use the flashlight when it when it's called for how to use your earplugs, you know, basic PPE. So we put you in the place that you're supposed to be. And if you're having conflicts, then, um, that's time to bring it up to the leadership."
,,leadership_anderson-clint_cpo,How you can lead honorably?,"If you're gonna try to lead honorably, you have to remember what uniform you're wearing. You have to think about all the people that I warned it before. And you have to make sure that you're not going toe ruin that name. The good name of the Navy. The good name of the military, the good name of America. Especially if you're overseas. Um, I'm not going to say that This is always so easy to do. I've been in ports where Hey, New Americans air here, and you've been underway for two months, right on Lee on the ocean as far as I can see, And you get, uh, toe land. And some of those values actually are diminished because you're in this new and exciting environment. But you have to keep in mind. Hey, you know what? I'm an American representative. If you're on domestic soil. Hey, you know what? I'm a military representative. And if you're in your unit hey, you know what? Like I'm an electrician's and they have to know that my chief and my leadership and the people around me take care of me. And they told me the right things to do. They instill me with honor, courage and commitment, and I have to make sure that wherever I'm at, um, that that's what's expected of me, and you have to live to fulfill it."
,,leadership_anderson-clint_cpo,"What are some good resources to look at before starting (books, videos, classes)?","the best resource is that you can have, especially if you're about to be a new leader. Uh, deals with people. If you wanna be an officer grabbing officer and taken to the side Say, Hey, tell me about where you've been, what you've been doing. Um, what life is like if you're in the listed ranks, grab the closest chief and say, Hey, you know what? Like I'm, uh, I'm about to be a leader. Um, I'm unsure about this or I know about this, but tell me about your personal situation there. There's tons of ways that you can ask these questions. Um, books air fine. But I found that most people, when it comes to leaders toe leadership, they generally, um, based on experience and the best way for experiences to get it from a real life conversation."
,,leadership_anderson-clint_cpo,Describe your ideal team.,"My ideal team is a diverse team. What I mean by that is you have to have a superstar that that that is, uh, e think that builds the most morale. When you have someone on the team that can probably do anything now he needs support. Uh, there's a guy that's learning. So if I had two superstars thin, what I would try to do is I would try to get one of the superstars off and try to get someone who's learning, you know, kind of keep it balanced. There should always be some kind of training involved as well. Um, uh, you got your admin guy, you know, that that's usually me or some kind of supervisor or something like that. And then, um, yeah, I think as long as you have those three pieces that are really good or at least learning, uh, then everything else is kind of like filter"
,,leadership_anderson-clint_cpo,What things do you always make sure to lead by example on?,"The thing that I think is most important to lead by example on is following instructions correctly. So there are many, many opportunities toe kind of cheese things off, uh, to say, for instance, like there should be a nut that should be taken off off the off the top mast. And for some reason like that wasn't taken off or or something was left up there without a question. You know, some people going to say, Well, you know it like next time we're up there or you know what, No one's gonna miss it. That is absolutely unacceptable. Um, every single time, you have to know that. You know, if you're coming to me as a chief, should I blah, blah, blah or you're gonna say, like we think that it might be good to blah blah blah, you know automatically is shot down because there's never any question whether it should or shouldn't be. It's written in black and white, and whatever instruction says, that's what you should do now, of course, uh, in specific occasions, there are way that there are opportunities when you have a choice. Like, um, I can't think of a situation now But, uh, that's kind of not black and white, but for the most part, for jobs, Um, I try to lead by example by always following instructions and especially pulling out construction, reading directly from what it says and then doing it."
,,leadership_anderson-clint_cpo,What are some tips to earn the trust of my team?,"If you want to earn the trust of your sailors, then of course you have to know what you're talking about. But no one's gonna expect you to be perfect. You just have to know how to find the material. So, for instance, someone says, Hey, I wanna have a really quality evaluation. Can you help me? What's good is being able to explain all of it. What's better? What's you know? Just as good is being able to fill out the first page and not knowing what Block 28 29 are saying, Hold on, coming back in an hour and saying, Oh, Block 20 is this Block 29. Is this What's bad is saying, Oh, this is how you felt the first page and I don't know, But this is how you fill out block 28 29. Once they figure out that you don't know what you're talking about or they find out the correct answer and you were insistent that your answer was correct and you didn't give them any any any buffer for that, then they're gonna lose respect for you. So just make sure that you you always present yourself in an honest manner, and that's the best way"
,,leadership_anderson-clint_cpo,How do you connect more deeply with your team members?,"so there are many different leadership styles. You could be you direct, you could be friendly. You could be sweet. You could be stern. I think if you wanted to. And all of those can have success. No doubt, especially it depends on the person. But for me, if whenever I wanted toe really build a connection with people you have thio get outside off the work environment and I mean, I mean it like this. You have to know about the people outside of the job that they're doing. It could be learning about their family. It could be knowing about their kids. It doesn't have to be super friendly. It doesn't say, Hey, you know what? Let's go drinking on a Saturday afternoon. But it should be saying, Hey, you know what? I care about you more than just my subordinate justice worker that I that I have, um, I care about your life to, um not just like your safety, but also your well being. Um, S o tell me about it and get to know me, get to know you and yeah, that's the best way to build trust"
,,leadership_anderson-clint_cpo,"How do I build trust between different team members? (e.g., new ones, ones with a bad history together)","one good way is to have things outside of the work. So, for instance, if there are morale, recreation and warfare things that you can do together, um, that would be helpful. Um, one thing that I used to like to do is like, exercise together, saying, Hey, you know what? This Friday afternoon, uh, let's put on a PT gear and just, like, run together. Um, if it's an easy Friday, then let's go out and play some volleyball together. Um, you don't really have that much opportunity to do that. Let's say Let's it, let's say if you're underway, then, um, there aren't any weekends on the beach. So what do you do then? Well, you have to make sure that the team has enough enough material outside of the work so that they can actually communicate with each other. Um, in a friendly way. That means make sure that they have enough movies. If they if they were complaining about their lunch, making sure that they're well fed, you know, go talk to the galleys, remember and say, Hey, you know what? We have this birthday coming up. Can you bring a birthday cake in Thio to celebrate somebody's, um, somebody's birthday. You could actually have this award, you know, before you weren't really considered an award, but saying, Hey, you know what? Like it would really lift the spirits off the unit, help somebody with promotion. Let me think of how I can, uh, come up with an award, you know, make some kind of jobs so that they can get that award when you wouldn't have thought so. Otherwise. Like, there are many avenues that you have toe, Um, just not shove work down people's throats and say, Hey, you know what? Like we're in a team. I know this place is really long. You're sweating a lot, but let's figure out something else that you can do toe actually smile once once in a while."
,,leadership_anderson-clint_cpo,What are good strategies to have the right kind of presence with my team?,"the right presence to have is for everyone to know. They're all, um do people have to understand that? You know what? Like I can't boss anyone around first class, petty officers have to understand. Hey, you know what? I was the second class, you know, a couple of months ago. I don't have the right to boss them around, despite my my new title. Chiefs have to understand. Hey, you know what? Even though I can boss people around, I don't want to, because they have to work for me. And officers have to realize that Yes, I have a commission. And yes, I am your commissioned officer, but, um, ultimately, you guys are the ones doing the work, and I have to respect that. So if everyone knows their role and they don't abuse their rules, uh, that's the best way to get along. So how can you do that? Well, you have to make sure that each of those lines is very, very clear. Um, this is our officer. He's in charge of X y Z. Um, if he spends most of his time up in the office, you know, that's fine, but it should be clear to the unit that he is serving a really good role. You know, you can't just say, Oh, we have an officer and you never talk about him. You never talk about his rules, his responsibilities. You know that's not good for the team because they don't develop a reporter with him. So I have to say, as an officer, he has a different rule than you guys. He's not down here working on equipment. He's not down here. Um, you know, cranking valves. I I want to say that because when I was coming up through the ranks, I didn't understand this difference. And I had a little resentment towards some of the officers that I saw was like, Hey, you know, we're down here sweating. We're busting our chops. How come I never see him? Um, now, as a chief, I make sure to explain that role toe the team toe to make sure that everyone understands everyone is working really hard. Um, and also explain the newest person you know, to the officer. Hey, you know what? Like even though he's just knew, you know, you have to realize, even though you don't see it, but he's down there in the build, getting his brand new uniformed dirty, you know, scrubbing and chipping and painting. You know, just to make sure that, you know, um, he's a valuable member of the team. So as long as everyone knows the value of each member of the team and it's very, very clear and there's no, uh, there's no crossing over, then that's how you build report with the team."
,,leadership_anderson-clint_cpo,How do you and your work colleagues socialize outside of work?,"the way I socialized various, depending on where I'm at. When I was in the, um, active duty, I only had a couple of friends. We would actually used to live with one and basically just work. Um, maybe we're separate, or maybe we're together, but, you know, it varied, but we both go home together, And we, um you know, you only have a drink. You know, Netflix goto bars and pools and things like that, but at other places, um, for instance, like when I'm in the Navy Reserve, Um, you generally, once work is over, you just go home to your to your family. Um, you just see each other for those couple of days out of the month. Um, sometimes when I'm on A T and your training for the Navy Reserve Um, let's see, I packed my bags up, put on my uniform, and I work for the Navy at a shipyard for two whole weeks. Uh, that's when you develop a lot of report as a reservists. That's when you're all there together to come there as ah, you know, 12 person group may be different. Um, rates. So there's a mechanic over here and electrician's over there. But generally on the weekends we find some something with NWR to go do together we go to soccer festival. If we're in Japan, we go. We gather up all the troops up together on a Saturday. We visit Boston if we're in, uh, in New Hampshire, Um, yeah. We generally find things to do outside of work on t help us grow together."
,,leadership_anderson-clint_cpo,How should your relationship be with your subordinates? (close vs. far),"When you're dealing with subordinates, you have to make sure that they understand your authority and you never want to cross down to them. So there have been many times that I've taken people to the side after like, let's say, a heated argument, you know, kind of let him know that I'm a person, that he's a person in my eyes, Um, and even though you want to be their friend, you're not really allowed to, um, not until they're your level. So, for instance, if there a chief, then maybe you're allowed to do that. But because there's that there's that line that if other people saw you and realize that you were friends, then they would have They wouldn't have the same opinion. I think that they can promote at the same rate as that other person. That's why you choose not to be friends with another person with a subordinate. Now that's not saying that you can't be friendly. Friendly is still trying to understand about their their life, their personality, their spouse, their kids, um, wanting to know that information. You know, it helps you smile. It helps the day go by it well, but you can't go over their house and play cards with them. You can't, uh, sit down with them at a bar and just drink. You know, the night away. All that has to go out the window once you, um, get promoted through the ranks."
,,leadership_anderson-clint_cpo,"How do I help my team prepare for a tough mission? (e.g., inspection, long mission)","the best way that you could help prepare for our mission, especially a strenuous mission, is to give them knowledge about what's to come. I recently just got off this in serve tour on the USS Blue Ridge. And as far as the team was concerned, there's thousands and thousands of jobs to be completed. Their tons and tons of work hours to be had, Um when I when I got there, I think they were waking up in the morning and then they wouldn't get to bed until, like, 10 or 11 o'clock at night when I would get when I would, uh, finally tell him to break off for the night. And I think one of the issues was they didn't know how long it would last. Is this gonna be how all of deployment is gonna be? Is it? Are we gonna ever let up this weekend next month? When does it stop? If you had a plan about what things they're supposed to be completed and the amount of time they're supposed to take and you divided up in the equal portions and they could actually see what they're working on. Then they come in with a sense of saying, Hey, you know what? I'm gonna do this thing. And the longer I work, the closer I get to that goal. And with that in mind, then I think that will give them a better understanding about what they're supposed to do with their job. Without that information. Um, you kind of get depressed. You kind of get like down about how much work there is to be had."
,,leadership_anderson-clint_cpo,What kinds of people will I work with? In terms of personalities.,"you're gonna work with so many different types of people is gonna So there are big, tough guys who wanna boss people around. There are people who have, ah, slightly racist twinge to them, based on how they grew up, that you're gonna have toe, you know, hop over. Um, there are some people especially, um, people that have been in for a long time, uh, that are know it alls who like there's nothing that you can say to them that is right. You've been in for two years. He's been in for six years. And whether he's right or wrong, you're gonna accept his opinion. You know, like there, there, people from the South who have an accent. There are people from the north who, um, are are wealthy and think that the job might be beneath them. They're they're Californians versus, um, New Yorkers. And there. Is that gonna be that clash among cultures? Um, some people are very, uh, engaged with with doing college like things. Um, you know, you're gonna have we hope that this disappears, But the guy that drinks, you know, all the time, and it's gonna get so many like red badges that says he can't go off the ship because, like, he, uh, was pushing someone in a bar last night. You know, um, there's some people who just don't wanna listen, you know, And and ultimately, they might be kicked out. Um, on they're the superstars as well, who you really, really want to learn from. You know, they it's amazing that you both went to the same boot camp. You both went to the same school. And yet here you are. Ah, year and two months later, he's already being promoted. And he has so much knowledge. And you're wondering, how did we start at the same place? And he's at the place that he's at, You know, there's a wide range of people that you have tow encounter. And you know what? That's the one of the things that makes the Navy great"
,,leadership_anderson-clint_cpo,What kinds of people respond better to certain leadership strategies?,"one of the most important things that achieve can learn is, uh, to know your people. That's one of the best piece of advice that Chief can have. So you always have to, like, change your your tone based on the person that you're facing. So if you're facing, uh, a really stand up guy who really knows his things, you can talk straight to him. You don't have to, like, filter your words. It all you can say, Hey, you know what? Like we need you to do this, you're not doing it or we need you to do this. And you've been great at it. You know, you could just, like, filter out just fine. There are other people who, like are very you know, you say three things to them and they start crying in a corner, right? You want them toe slowly change there. They're mode to beam or strong, but you definitely don't want to scam away. So, like you also have to like, modify your words. You can't use stronger words you have tow. Um, slowly build up to the thing that you want to say. You know what? Hey, you know what we need you up there. Um, toe paint. Now, if you just said, Hey, you're gonna do this, go up there and paint, you know, with one person, that would be just fine. Okay, Sure. No problem, Chief, With this new person, it's like why they have to do that. I was just up there three days ago, and I was up there last month. And how come you didn't choose? You know, joy over there, you know, he's not doing anything, so rather than, you know, say it the same way and have them be mad at you being up there possibly angry, you know, causing danger to themselves. You might have to, like, give them a little bit more explanation about why it is what Joey is doing. Um, there's a time for that, you know, explain what joy is doing. Uh, but it would help them understand their role and their position in the unit with mawr. Explanation. Um, yeah, there's a wide range of people that you're gonna experience, and you just have to modify your tone toe account for it."
,,leadership_anderson-clint_cpo,When is it a good idea to share personal stories or emotions with members of your team?,"sometimes stories, air called for it. And sometimes, um, they're not One example could be. Let's say you had an outing. Uh, your younger Navy years where, um you wanted you wind up at some shady place that you weren't supposed to be at. Um, there is an officer in the corner, and you kind of like, slipped out of out of sight. Let's say it's past curfew or something, and you were there when you weren't supposed to be. Now, of course, that could make for a good story. You know, when your third class or second class. Um, But if you wanted to say the same story as a chief, then people might lose respect for you even though it happened. And even though it is something to explain, because it does happen a lot, you know, um, you don't wanna mention those types of stories to your subordinates because number one they think that your actions air right. Since then, you've learned that they're wrong. Since then, you would have changed. But you can't explain all of that to them. You're not going to say Yeah. I was speeding at 100 MPH on the I five, um, and smiling at it because, like, even though you say Well, you know, since then, I've slowed down. Since then, I have a family. They're not gonna listen to that. They're just gonna listen to the part where you were speeding and they can speed now, too. So there's a time and a place for everything. Um, if if it's a story that makes him smile and builds, report builds morale, then go ahead and throw that out there. If it's a story where you've changed your mind and you don't think that you have the tools necessary or at least amount of time necessary to explain that it was, uh it wasn't something that you're supposed to be doing, even though it might make for a great sea story. You should put that in your back pocket."
,,leadership_anderson-clint_cpo,What counseling skills are important?,"The most important piece of counseling that you can hear is that you have to listen. There have been so many times that I've actually witnessed, um, counseling sessions that go on where the person that was giving the counseling was speaking a lot more than the person being counseled. Um, whenever I've seen it, I've I've kind of explained, you know, like, hey, you know what? Like it's a it's a listening session. You can give them the tools. Hey, they wanna be an officer. Fine. Give them the material. Hey, they want to win an award. Okay, tell them what it takes to get that award. But for the most part, counseling is kind of It is a back and forth session, but it's also an opportunity for the person being counseled. Toe let go of some of the things that were on their minds. Um, if it's for a positive award, um, let them explain things to you so that you can take material toe. Take notes on how you can help them get that award. If it's a behavioral counseling session, then let them explain their story to make sure that you have all information. So that You know that you're not mistreating them so that you have the full story, that, uh, so that so that they feel that they've been they've had their full story heard and that you can that the justice will be fair."
