Topics,Helpers,Mentor,Question,text
,,mario-pais,How do I push my team to meet the standards? (if they are having trouble meeting them),having if your team is having trouble meeting standards and you need to trying to get them there I mean there's different things you can do when the first things that I recommend is you know taking a pause taking a step back and reassess what's going on is there something that you're missing as a leader that maybe isn't necessarily coming down to their level to help them make that mission achievement is there something going on personally in their life that you're not aware of that has them you know not fully engage with their at work to make that mission accomplishment might find that after you talk with them that there is something going on personal and they're unable to focus and so that was the issue and so you can try and help them resolve that issue or get them to the people that can help them resolve that in that way it'll help hopefully bring them back online and get them focused again if you've kind of tried all that and you're you're basically at your wits and you really don't know what to do obviously need to communicate that on up and say listen here the steps that I've taken to try and help my team make this mission successful or meet mission objectives and we're just missing it tried ABCD any and we were you know here's what we've done here's the relevant proof that we're making the best attempt it's just it's not achievable based on the situation that we have or the equipment or even the people that I have were unable to make that you have to communicate that up and communicated up early so that way set certain things to be put in line to maybe help bring that team or maybe they re assess what they're asking you to do and and realize that that actually is unachievable and where it's a big ask and nobody looked at it that way and now that you've tried everything and you've put out several you know courses of action and you've tried all those and are not working maybe we need to re assess what's going on so you might find that's helpful if it is achievable and you've just tried everything then the next piece is maybe you start to do a little bit of a counseling session with if it a particular individual and you've tried everything you might have to do some counseling with them 
,,mario-pais,How should you reward your sailors for good performance?,there are so many different ways in the navy that you can reward your sailors for good performance when you first have to do is just figure out what motivates your people you know because what motivates one person is gonna be different from somebody else if I've got somebody who's been performing really well and I know that they enjoy time off then that might be what I reward them with his an extra day off we're going home early or something like that if I got another individual who doesn't really care about time off because they're really driven and just like to work and perform up maybe I actually given more responsibility because that's what they're been seeking they want to show that they're capable of taking on more so I give them that might have other individuals that are really you know looking for that kind of a ward or credit or something so put him in for the award so you you have to really just understand what drives a motive each each one of those individuals and then you know work towards that whenever they're doing good things but always let your people know when they're doing something good you know even just that that subtle it in the middle of the day Hey really doing you know I appreciate what you're doing or that looks great even just that single comment when they've been working hard like that looks great are you really doing well there that might be enough to continue to push them on to finish that evolution 
,,mario-pais,"What traits and experience, do you look for when interviewing new team members?",some traits that all look for when I have new team members show up is is their ability to be kind of free thinkers outside the box thinkers innovative an adaptive those are the things that not only were looking for in the community but in the navy in the force as a whole we need more individuals to kind of think outside the box so that's the first thing I'm kinda looking fours is this person able to act independently because if they're able to act independently then that means it's less work that I have to be doing with them all the time and I can focus my efforts on other things that maybe need my attention as opposed to them so I'll be want to kind of the first things that I'm looking for and then also just their ability to fit into the team so not only you know do they need to be you know kind of a good cognizant individual but do they play well and are they they're going to give us a a good build for the team as well 
,,mario-pais,How should your relationship with you're the people in charge of you ?,the relationship that you have with the people that are in charge of you in my opinion needs to be kind of open and honest they need to know what your expectations are of them and you definitely need to know what their expectations are of you and if your meeting those so it's it's okay to occasionally get with them and ask Hey you know my meeting your expectations of my meeting the commands objective a mission objectives are we heading in the right direction and constantly reassess those things because the situation is changing those objectives change all the time but you want to have an open honest relationship with your superiors so that way they they that trust is built and they take what you say as as truth and they're not gonna die out kind of the information that you're putting out 
,,mario-pais,What would you advise a person in this field to get to know their bosses?,one way that's helped me to understand my my boss my superiors is to find a time to sit down with them and and go over what their expectations are and where we fit into the overall commands mission objectives lot of times as best done over lunch and sometimes I'll be the one to initiate that office all set up a time asking Hey would be good if if you and I can get together over lunch at such and such date and times that we can discuss you know where we're going with this department or division where you want to lead it and what our expectations are of one another and and that kind of takes you out of of of formal setting and put you in a more informal one where people have a tendency to open up and be a little more communicated and I've found that that's kind of work the best for me 
,,mario-pais,What encourages accountability?,I think we can encourage accountability is making sure that everyone that's working on that team knows that their their work is valued their opinions are valued and that the work that they're doing has merit if you have that buy in from everyone on the team and they're working together as a team people are gonna have a tendency to not only be accountable for themselves but they're gonna hold others accountable as well because they don't want the team more and or the mission to fail and the way you do that is by establishing that value in the work that they're doing as an individual and as a team as a whole 
,,mario-pais,What are ways you can identify the strengths and limitations for each member of your team?,at one easy way that I've used to identify strengths and weaknesses of individuals on my team is I just straight ask them when we do counseling sessions one on one and it's not like punitive counseling this is just more sitting down in understanding where they're at with things I wanted to get somewhere and you know trying to build their personal and professional development all ask them those hard questions give me three strings and usually those are pretty easy for someone to answer but then when you ask okay no give me three of your weaknesses a lot of times that's a challenge for people and if they can't give me three at that time and they can only give me one then I say okay that's all right now get back to me when you have the other two whether that's later that day later that week you know what have you because that really make some kind of look inside and get a little more insight flung themselves and once you've identified those strengths and weaknesses and you as the leader can help you know build up those weaknesses into strength and the strings that they have continued to improve those and not lose them as strengths 
,,mario-pais,How does one develop one's interpersonal communcation skills to work better with a team?,one way that you can develop your your interpersonal skills working with the team be a better team mate is is improving your your level of communication not just how you are able to get your response is a cross but also just listening to others and you know you really have to to listen to a lot of times people when they're being talked to they're in their own minds kind of thinking what they already want to say to that question or with their response is going to be and when you do that you really aren't fully listening to what the other person is saying because you're more inside your own head trying to kind of figure out what you're going to say next and you can miss a lot so one of things you can do with your interpersonal communication skills is just truly listen like don't be in your own head trying to figure out what you're going to say next but listen to what's being said if you have to take a moment to pause and then start thinking that's okay because then you fully listen to what those other teammates had to say you're gonna provide a much better response to that question or the overall conversation which is going to propel that team in a in a forward direction 
,,mario-pais,How is it different to manage military people vs. civilians in the military?,so you're gonna have some challenges when it comes to your leadership styles between military and civilian or even contractors are government employees no military a lot of times it's very cut and dry what you you can do with them in your leadership styles how you can award them and reward them as well as what you can do with them putatively when you start dealing with civilians or certain lines that you just can't cross that you might have to understand what their actual statement of work is and where they're lateral lines and limits are because what you think you could ask a military person to do they'll be able to do but a particular civilian whether government employer contractor is pretty much limited to what statement of work says that they can do I if you start asking them to do things out of that scope you can get them in trouble you can get yourself in trouble so you really got to understand you know what their limits are and then work around that and understand that you can't necessarily hold them to the same punitive standard as you could a military member but they also do have their avenues to where let's say you do have a civilian employee is not meeting the standards becoming difficult obviously you can't discipline them yourself you might have to go directly to their supervisor or the the the contract supervisor whoever their program manager is and begin to have that dialogue and say you're having difficulties with the civilian employee and what are the next steps you can do to rectify the situation 
,,mario-pais,What makes the navy different than other branches of the military?,I think something that kind of makes the did navy different than other branches is is the uniqueness of some of the job skills that we have and that you'll find there's a lot of different ratings within the navy that have a tendency to be a Jack of all trades you know they have a particular job skill that they were trained to do but as they move from one community to the next or duty station a duty station their roles and responsibilities their technical skills those kind of things improve and and kind of start trickling out and growing tentacles and you start realizing that okay not only do I need to be good at this but I also have to be good at that and you're gonna get train and learn how to do that so I think that's something unique to the navy is the fact that the flexibility in the jobs that you do as well as the adaptive nature and and the asked to be able to do sometimes more than what you were initially trained to do so you have those opportunities to kind of do a variety of different things 
,,mario-pais,What are some common misconceptions about your field?,so at some common misconception about my field or or let's say more in general terms leadership positions let's go that route is that the leader is expected to know everything and that's not necessarily true right the leaders we put our pants on the same as everybody else there's no mystery here we just might have a little bit more experience and time doing something so doesn't necessarily mean that we know all the answers to everything however as the leader should be able to try and find those answers so you might you might not necessarily know right off the bat what the answer is to particular question what you should at least know what resources you can go to to find out whether that's utilizing your peers within say the chiefs master the wardroom or if you're an LP using your peers that are in the UFC P. O. a or the other folks that you work with to find those answers when you're in that leadership position but don't have that misconception that I'm a leader I must know everything I must be able to answer everything right off the bat that's not the case you can take some time to get to an answer if need be make sure that you do it right 
,,mario-pais,What is a uuv?,you you V. stands for unmanned underwater vehicle and essentially it's it's a robot an underwater robot that can be used to do a variety of things under the water summer programmed with side scan sonar to survey a bottom area looking for anything from mines to ship racks sunken aircraft you anything that's been lost under the water to collecting environmental information like bathymetry or temperature salinity or all the other kind of environmental factors that are under the ocean surface there it's a it's you program it so doesn't necessarily need to have somebody operating it entirely it's not tethered you since the program the vehicle you can send it out on its way it runs this pre programmed mission then you recover it you can download the data and then interpret that data depend upon what sensors you had attached to the vehicle what your overall mission requirements are 
,,mario-pais,What  does your uuv program train?,the U. V. training that we do here is to prepare you you the platoon's for deployment into theaters across the globe ready to do major combat operations based on what the command combatant commander's intent is so we're gonna train this entire platoon to be able to operate in small units in austere environments in all kinds of weather the working off a small craft using small vehicles and things of that nature in order to accomplish the over arching mission of you finding detecting neutralizing and exploiting underwater mines and basically anything else it's under the water that needs to be founder survey searched that's what we're training to 
,,mario-pais,How are you preparing for your next promotion?,the way that I'm preparing for my next promotion is by understanding you know what is the navy actually looking for for the individuals that they intend to promote to the next pay grade so every year the certain documents are published for those that are moving up in rank whether you're going from east six to the chief and chief to senior chief senior chief to pass chief petty officer there's documents that are posed to say this is what the navy is looking for on individuals that are not only meeting goals but also exceeding those and so my goal is if I want to get promoted the next rank is to understand where the navy is heading what it wants to do by reading those documents to making sure that I'm a lining the work that I'm doing today that's gonna give me my best opportunity to promote 
,,mario-pais,What is an EOD?,U. D. stands for explosive ordinance disposal at saw one of those community is kind of in the special operations community of the navy where individuals are trained to dispose of exploit OR neutralized hazards whether it's mines to nuclear weapons it can be anything in the air surface for under the water U. D. personnel are trained to be able to get to that feeder that environment and detecting neutralize those hazards 
,,mario-pais,What was your first major leadership role?,my first major leadership role was when I became a chief petty officer and moved in to become the unmanned underwater vehicles leading chief petty officer so I sensually was in charge of eleven other sailors and as we combine to create a platoon we deployed numerous times to fifth fleet in other areas of that operation conducting on man underwater vehicle work looking for mines in conducting mine countermeasures so as they'll see PO I was you know in charge of those eleven other sailors personal professional development and making sure that we can also accomplish the mission 
,,mario-pais,How do you spend most of your time at work?,currently I spend most of my time at work developing curriculum as well as administering that to UMass platoons that are coming through the training unit here so that can be anywhere from you know eight personnel up to twenty four personnel and I lead a division of ten other instructors so that we can provide this curriculum and training to these platoons that are getting ready to deploy all over the world to do major combat operations 
,,mario-pais,Describe the physical environments in which you've worked.,I've worked in a variety of different physical environments everywhere from just the office work space out into austere environments where we've been out at three in the morning off to the coast of acts you know alone and unafraid in a small boat while it was raining and foggy and you name it so a variety of different working environments based on the jobs that I've done over my career 
,,mario-pais,How many hours do you work in a typical week?,so my typical week that my hours vary and that's because the program that we're standing up and creating is very fluid and what kind of building it off the ground another way of saying is we're we're building this plane while we're flying at the same time so usually my work weeks can consist of working from eight in the morning til sometimes ten at night I do take my work home with me a lot of time so if I'm here training personnel from early in the morning till you know for five o'clock in the afternoon there stuff I still need to get accomplished all take that home and work on it so on an average you know I'm I'm working on anywhere between ten and twelve hours a day at a minimum 
,,mario-pais,What kinds of decisions do you make in your career on a daily basis?,so the decisions that I make on a daily basis can very based on the situation at hand right so for example as the L. C. P. O. of the U. M. S. division there's times I have to deal with the sailors personal and professional development for example a sailor might come in and say that he have it he's having family issues or needs to get his wife's car registered how to go about doing that so I got to help him out with that it piece of work then other times I might be getting tasking from our Commodore even our admiral it Thaicom that's wanting to see where we're moving for with developing certain programs for the E. U. D. community especially the X. M. C. M. communion mine countermeasures so it varies from some of the very small minute personal face to face things all the way up to higher level examples working with Commodores and had admirals across the force 
,,mario-pais,What kinds of problems do you deal with?,so I do with all kinds of problems that very and and level of complexity some can be just my computer just doesn't seem to want to work for the day or my email is not seeming to work which can create frustration all the way up to logistical problems and requirements that we need to get X. amount of people ready to deploy within a moment's notice and I need to have X. amount of gear and equipment and flight scheduled going from one place to the other and needing to coordinate that so you know the problems can vary from something very small up to something very big which could impact operations in theater 
,,mario-pais,What is a story that really shows what it is like working in your job?,so one story that I can think of that really shows what its like working on my job is is a story that kind of has to do with innovation and outside the box thinking which we commonly have to do in the E. O. D. community here one of which was we had a particular piece of gear one of our you you vis which is about twelve feet in length and weighs about six hundred pounds and it's really been tied to launching recovering from an eleven meter read and these eleven meter ribs you can only move them in theater from one place to another based on particular err strategically for choir miss that are there it's very difficult to kind of get aircraft that you can fit an eleven meter ribbons side so we thought outside the box and figured how can we move this piece of equipment using the most smallest platform that we have in our arsenal which is a very small combat rubber rating crafter creek so this was out on deployment and we found kind of a construction site that had some left over plywood and foam and we basically developed a sled device that we were able to pull this vehicle up on two in tow behind our smallest platformer smallest creek that had just a thirty five horsepower engine and still be able to be combat effective and deploy the equipment searching for mines all across the theater so from that are admiral happened actually see what we have developed out of wood and phone Khan and got nicknamed the spruce goose and later he actually funded a program to develop a more robust proto type and here we are five years later we actually have eighteen of these operational prototypes being worked right now they've gone through several different iterations and there now part of the X. MCM companies tower table of allowances and they deploy with these things that provide us an opportunity to basically get to where we need to without being strong arm to using the eleven meter crew of red 
,,mario-pais,What are the major benefits of doing this kind of work?,so one of the major benefits my job what I think is great about it is just the diversity that you experience every single day it's really not the same thing every single day you're given many opportunities to kind of think on your own and be responsible even our most junior personality very early start in their career are given tremendous responsibility where that's leading personnel or the responsible for multi million dollars worth of equipment I don't think you can really find that and many other places not even within the navy at some points as well as in the civilian world I mean what civilian job do you know is going to give an eighteen year old the ability to make you know critical decisions as well as be in charge of millions of dollars worth of gear that is gonna potentially cause impact or threat to not only friendly forces but to our enemy forces so that's kind of one of the biggest benefits of working in this community is the fact that you are really given a lot of freedom in the way and looked at as an intellectual adult who's able to make decisions and and moved the ball forward for progressing the force in the community 
,,mario-pais,What are the major negatives of doing this kind of work?,so I guess what could be considered a major negative is the fact that you do work kind of long hours in in this job and community and there's nothing really to find some days I come in and I work till noon I can go home there's other times where I don't know when I'm gonna be able to go home so that can kind of be looked at as a negative for me I still kind of considered a bit of a positive because it isn't repetitive it's something different all the time and we're given that opportunity to kind of flex and use our own intuition on what we consider a work there needs to be done so we're their hours aren't that stringent but it's really left up to the individual the platoon in the team to decide how they're going to work and when they want to work but we do work long hours that aren't necessarily on the schedule the time 
,,mario-pais,How much travel do you do in a year?,so I end up doing a lot of travel is in this community even whether you're you're considered shore duty or sea duty your costly traveling perfect example I just got back from Guam this week the week of the month before that I was in Florida the month before that I was in Washington so I'm constantly traveling whether it's conus or conus and I'm in I'm in shore duty right now I'm an instructor so even on our sea duty when you're actually operating your traveling as well you're making six seven month deployments you're traveling for exercises conus and conus as well so we travel a lot and for me that's that's kind of a positive I enjoy travelling and seeing the world it's one of the reasons why I joined the navy in the first place 
,,mario-pais,Why do you love your job?,so one of the main reasons why I love my job is the fact that it's kind of an unconventional a job in the navy with what we're doing with a man under water vehicles in the mine countermeasures role we're given a lot of flexibility were given the ability to be innovative and creative think outside the box and adapt to certain challenges that come to us and I like that aspect of the of working in this community is the fact that it's not always the same thing every day and they really they really like to see individuals that can that can think on their own and create these kind of innovative solutions to the tasks at hand 
,,mario-pais,What gets romanticized about your career field that really isn't that great?,I think a lot of times gets romanticizes that were constantly out there doing you know dangerous or hazardous work and so a lot of times people are given creditor kudos for things that they might not necessarily do all the time on a daily basis and so you know not everybody in the navy and not everybody even in this community is a is an operator shooter is going down range you know creating havoc to the faux face to face you know there are other people out there that are that are doing a lot of good work in the logistical side the supporting side there also considered enablers that allow those real special operators to go and do their work but you know those enablers don't necessarily get the credit that there do or they get looked at in appropriately and you're in that community so you must do this when necessarily they don't so I think that might be something that gets romanticized a lot about but a lot of people don't really understand what goes behind making good operations work and it's those people that do that 
,,mario-pais,What do you do now that is different from what you thought you would be doing?,so what I do now that's different than what I thought I was going to be doing is not originally joined the navy to come in to be a navy seal and during that time you actually had to pick a source rating before you can go on to seal training so I asked the the detailer that was there at maps you know what's the short is a school you have because I have no intention on doing it and he said Hey all maintenance technician so I asked what's that it's welding okay yeah I give it to me I'll do that short school so went through boot camp when on my following a school for whole maintenance technician and welding and then went on to bud's where I didn't make it all the way through the program so I ended up having to become a whole means technician where I ended up actually moving on to io de is my first command in doing marine mammal handling and working in that aspect and because of the job that I had done initially with the EOD I've actually been managed to maintain an entire career within this community and never really have actually worked within the whole maintenance tech job so you know originally came in to be a CEO and then all maintenance technician as a secondary platform and now here I am a senior chief in the navy that actually uses on man underwater vehicles to do mine countermeasures for the navy as a whole 
,,mario-pais,How did your work day change over your career?,so my work days change over my career as I've progressed and leadership obviously when I was a junior person in my work day was really kind of delegated out to me by my PO and my chief at the time and so I knew kind of what I had to do for the day and what my set hours work as I progressed in my leadership and throughout my career you know now my work day seems like it never ends to be honest because I have a lot more responsibilities that I need to look at and and and conduct I bought other people's careers that I'm also responsible for as well as maintaining the program that we work in and moving that forward so I would say that my work day and workload has increased as I progressed in my career but that's expected and that's something that you should you intend on scene as you move up in leadership and throughout your career 
,,mario-pais,"Where did you have to move in your career, and how did that change things each time?",so within my career I've had to move several times and it didn't Kerr some changes for that personally with my family and and those kind of things I've had to move from the west coast to the east coast back to the west coast again when I've made deployment some actually going out of country for you know six to seven months at a time and that that kind of takes a toll on you personally as well as what do you have to deal with with your family so I've been able to you know move my family to live back home with family and friends there's a support unit when I've been on deployments and then of course moving back and forth from coast to coast I have a tendency to where I will go out first he kind of establish that residency and get all of our household goods moved in and everything set up before I finally move my wife and kids out to to live in that home so it's some more easier transition for them to do and I kind of take on all the the heavy lifting in that aspect 
,,mario-pais,Where do you see yourself in 5 years? 10?,where I see myself in five to ten years I'm kind of undecided right now I'm at a point in my career where I've got eighteen years and the command I'm currently at can actually take me to twenty one years and I could essentially retire from here but because I enjoy the work that I'm doing so much and as long as the opportunity presents itself I am not opposed to re enlisting again and continue to make a career this and whether I do another five years or try and push out the thirty and retire there I'm not sure it really is going to kind of present itself to me in the next year to on what I decide because the work that I've done in the navy of got a tremendous opportunities on the outside in the civilian sector and even in the government sector where I could find work and do that but I am kind of enjoy what I'm doing here in the security that there is with being in the navy so I might prolong extending as well 
,,mario-pais,What makes a good leader?,so what I think makes a good leader is somebody who is also a good listener in order for you to lead your people effectively also have to be able to understand and listen to what your people's needs are and understand what mission requirements are you you can't just automatically jump in immediately trying take hold of something and and leave from the get go or else you're not gonna get any buy in from the personnel that you're trying to lead so it's best to get together with them first and kind of understand what their challenges are what their strengths are and then build from that and then not allow you to lead that entire group for such always making a positive impact for the command in the navy as a whole 
,,mario-pais,What are the most important first steps in a new leadership position?,so I think the first steps that when you have a new leadership position is obviously getting to understand your people first and and understanding what their strengths and weaknesses are and how you can use those to progress not only their personal and professional development for but the group as a whole as long as the group is moving forward and that in turn is going to allow the commands mission to move forward and increase mission readiness which in and will then move the entire navy's mission forward as well and if every command is doing that then the the entire projection of the navy is going to be in a more positive direction so you can see where that starts with the very most junior person and understanding what their strengths are and promoting those type of attributes and how that then rolls into the platoon or division or department that you work and strengthens that entire organization and that in turn strengthens the command moves on towards the rest of the fleet and then in turn the navy as a whole so I think you know the very first steps is is understanding what your junior personnel on the personal at your leading whether their junior or your peers or what have you what their strengths and weaknesses are and what their direction what influences them 
,,mario-pais,How do you set the tone as a leader? What is the right tone?,so the way that the way that I set the tone is as a leader within the platoons of divisions and even departments that I've lad is one that is kind of is very open and fluid I enjoyed I have you know face to face conversations with individuals my door is always left open anyone that works with me understands that they can come in and talk to me at any time and we'll hash it out if for some reason I can't really give them my undivided attention at that moment all set up another time to do that but then we do talk it's very candid I like to try and break down that hierarchy structure where you know maybe they see me as their leader chief and they might just be the E. three I like to get very personal because that way the individual feels like they can open up more as opposed to trying to be a little stifled because they see this or you know the chief from your working over them and that's not necessarily the best way to the kind of open up that dialogue and then when you open up that dialogue and you begin to understand what makes these people take then you can kind of help develop and guide their path and career into the direction that it needs to be with with their bias 
,,mario-pais,"What are the most common mistakes you've seen new leaders make? (e.g., skipping steps)",so I think one of the common things that I've seen leaders make that's a mistake and it is a challenge to kind of over com is not really understanding your people to the full intent as well as not understanding what your mission is in your requirements for that mission something that was asked me one time when I was sitting on SO keyboard years ago was you know what is more important the mission or your people and at the time I had said well my people the most important thing and then afterwards one of the board members pulled me aside and he said no your mission is always the single most important aspect to everything because without understanding the mission with that priority is and you can't really understand how to prioritize your people and take care of them and so you need to really understand the mission if you don't need to get out and read what your commander's intent is what they're guiding principles mission and vision are understand that and how you fit into that overall peace and then once you understand that you can then direct the folks that you lead into accomplishing that and once they know where they fit in and the overall spoke and how they can play a part in that big wheel and you'll notice that they're gonna make everything moved forward and everything kind of just will run seamlessly so you know without fully understanding your mission and without fully understanding your people that is going to put you out a hurdle and it's really hard it's really something hard to recover from 
,,mario-pais,"What problems need to be rooted out early, or you'll have trouble fixing them later?",so some problems that you need to understand early or else you could possibly have issues with them later on is your logistical requirements as far as you know what resources do you have and if you don't identify where your shortfalls are your resources that's going to play a part in what your overall mission successes as well as in a play a part in the mission success of your personnel that you're leading if you're missing those of those resources and you don't identify them early and we'll all we all understand that you know things kinda take time even if I under even if identify a shortfall right now in my resources it could take anywhere from three six months a year longer until maybe I see something back from that shortfall of identify that early now then hopefully that'll catch up to when I actually needed and having those resources identified well then allow me to move forward in the direction of my personnel as well as moving forward in the direction of the mission requirements 
,,mario-pais,How much leadership should you take charge of versus letting your senior petty officer lead?,so how much leadership should you take on if you're coming in to say that that first leadership position as a petty officer probably the PO the first thing you want to do is establish those expectations between your L. CPO and whoever you're all I see is it what are their expectations of you as now the LPO the person who's really down there every day dealing with the sailors face to face who probably knows more intimately about their things that are going on you know they're the command as well as behind the scenes you know so you need to get with your leadership and understand okay what are your expectations as the PO and also let them know what your expectations are as them as your leaders no they're not gonna be able to provide good service to you or the folks that you're leading as LPO if you don't provide them what it is you're looking for and as a leader you've got to be able to stay to talk to those that are in charge of you and ask them what their expectations are as well as what you expect of them as your leadership you can't be afraid to do that that's one of those challenges now that you're a leader is to to go out and talk to those folks that that or your superiors and and kind of give them your expectations as well and I think that kind of opens up that dialoguing and provides that cross you know that that flat line of communication so that way everybody's kind of running on the same gear 
