Topics,Helpers,Mentor,Question,text
,,leadership_twitty-shellaree_scpo,What is the ratio of men and women on a ship?,"the ratio between men and women. Um, here at the command that I served. Um, it's not an accurate, but if we could say that there were 70% men and 30% women."
,,leadership_twitty-shellaree_scpo,Can you date while on a ship?,"here in our command, there is a strict policy on, uh, dating fraternization. Andi, that is, uh, military wide. Um, here at the reserve center. We don't authorize anyone dating, um, on the staff."
,,leadership_twitty-shellaree_scpo,Describe any instances of sexual impropriety in your workplace and the consequences.,"I can say, since I've been here at the reserve Center that I have not had any, uh, instances or incidents. My apologies with sexual harassment. A few years back, I was able to get the certification to be a sapper victims advocate. And, um, I carried around the cell phone, and I have I have not had any instances with sexual harassment, our sexual assault. One of the things that I do feel that's important, though, is that we are aware of behaviors of that kind of thing. Um, there are trainings that could be done as well. So although I do have the I don't have the, uh, certification anymore, because I'm the S e l. And it would be a conflict of interest. I still have thio know the process and procedures and to make sure that everyone is aware of of sexual harassment and reporting processes."
,,leadership_twitty-shellaree_scpo,How much does sexual misconduct affect a team compared to other bad behaviors?,"sexual harassment can affect a team because, um, it's more personable. Um, for example, arguments, uh, fighting, um, going back and forth. Um, those things can be done in front of anyone. Um, but sexual harassment is usually behind closed doors, um, in a person in a person's personal space, and it can affect the team if the two people are part of the team. Um, and one person is being sexually harassed, are sexually victimized. Um, and you could you could almost see the uncomfortable person in that organization or group, um, when they're being harassed sexually."
,,leadership_twitty-shellaree_scpo,Is sexual harassment common? What kinds?,"sexual harassment, Um, can be common or, um, uncommon. Um, and I say that because when we're looking for or not even looking sometimes you you're not even aware. But you when you're paying attention of people who have been sexually arrest some of the things that you can, uh, see, the signs are when a sailor shuts down, um, if they're not part of the team, if they're keeping to themselves One of the things we remember or were trained toe know is that sexual harassment is, uh is usually happens in a private area. Um, in a when a personal in a personal space, Um, and those are some of the things that we look for when a person shuts down. Um, if they're not, want to be part of a team, Um, and things like that, Um that is that's mawr Of the most common instances with sexual harassment"
,,leadership_twitty-shellaree_scpo,What other kinds of harassment do you see?,"some of the other types of harassment that we see, um, in the organization is, uh, bullying, if that's, uh, considered a harassment on. But it's we have zero tolerance, obviously, in this organization for bullying. But those were some of the things taunting people. Um, sometimes those things are done out in the open on Did you can pick up on the signs? Um, very quickly. Other times is done, um, in the privacy or in in in a, uh, enclosed space or in a personal space. And then we have to just pay attention to the signs asking questions, uh, seeking help for the member and different things like that."
,,leadership_twitty-shellaree_scpo,When should you step in if you feel like somebody might be getting harrassed? What's a good way to do it?,"when, um, you feel like someone is being harassed? The first thing you should do is probably is talk to that person. Um, ask the questions. Um, have a meeting with that person. A one on one with that person. Um, depending on how they feel about having the conversation, if they're not comfortable with speaking to you, then you could make phone calls, give them information to ah, hotline or help line, um, to help them, um, get through it or talk about it. But when you start seeing the first signs of, maybe the person is shutting down and they're starting to seclude themselves. That's when you get involved, right in the beginning."
,,leadership_twitty-shellaree_scpo,"What situations have a higher risk for harassment or sexual assault? (e.g., duty cycles, locations, events)","So while there are different situations or different areas and locations where I am concerned about sexual harassment, I think the some of the factors would be or added factors would be if the person is, um, by themselves, they're single, Um, and it doesn't matter if it's male or female, Um, and then if there's alcohol involved, I don't want to say that there are areas where it could happen mostly, for example, if they're on a ship or if they're overseas sexual harassment. If it's going to happen, it can happen anywhere from your smallest commands to your larger commands. It can definitely happen. It just means that we have to be very vigilant and making sure that we are paying attention to the things that are going on. Mhm."
,,leadership_twitty-shellaree_scpo,What kinds of behaviors do you ban that are sometimes allowed in the Navy?,"the behaviors that, um I think are allowed in every organization is the use of foul language. Um, I've been the foul language use because, um, it's not appropriate in a professional setting. Um, what you do at home in the, you know, privacy of your own home. Um, that's okay. But when you come toe work and your around your seniors and your juniors, um, it's important to speak professionally and not use the the use of profanity and foul language. It's unprofessional, and majority of the time is, uh, inappropriate. So I I I've been the use of foul language."
,,leadership_twitty-shellaree_scpo,"How do I deal with differences in views of appropriate boundaries? (e.g., generational, cultural)","in any organization or just, uh, and in a personal, uh, life boundaries have to be set. Um, I actually read a book about boundaries and set in your boundaries. Boundaries are important. Um, I know for me, I am a very, um, affectionate person. I am a very touchy person, and I realized everyone is not like that. And so you have to be able to sit down with someone, have conversations, get to know that person, get to know their boundaries. Eso that way, you're you're you're able Thio. Understand what that person, uh, or how that person feels when you are with them on a everyday basis. Being in this organization and part of the military, you're with people for long periods of times. You're with certain people for 2 to 3 years at a time, and you have to get to know that person and know their boundaries, what they like and what they don't like. And it all starts with sitting down and having a conversation again. Like I said in the beginning, I am a very, uh, affectionate person, and I am a touchy feely person. One of the trainings we do learn. Um here in this organization is how to treat people and how to, uh, interact with people. Um, for example, when I'm speaking to someone, obviously professionally, and if I want to touch them to get my point across, one of the things that I am authorized to do and that I'm trained to do is to touch them very softly or lightly on their shoulder or touch their elbow. That way they are not. They don't feel threatened or they don't feel that it is sexual in nature. Also, one of the ways that we deal with people, and the one of the ways that we are trained to deal with others is to make sure that we are not in a person's personal space. And nine times out of 10, you can always tell when a person is uncomfortable with how close you are. To them, eso, one of the other areas is to make sure that you're aware of how you are speaking to people and dealing with people in their personal space"
,,leadership_twitty-shellaree_scpo,When shouldn't you deal with a misconduct issue at the lowest level?,"when dealing with misconduct issues. At the lowest level, there are a few that should be escalated, Uh, straight to the leadership, um, sexual harassment, sexual misconduct, violence. Um, do you guys, uh, things of that nature should go directly to the highest level so that there are things put in place to make sure that were first taken care of. The sailor take care of the sailors family and may ensuring that the command is aware of everything from the start."
,,leadership_twitty-shellaree_scpo,What is your name?,My name is Senior Chief Sh Ellery 20.
,,leadership_twitty-shellaree_scpo,What year were you born?,I was born in 1965.
,,leadership_twitty-shellaree_scpo,How old are you now?,I am 54 years old.
,,leadership_twitty-shellaree_scpo,Where did you grow up?,"I grew up in Akron, Ohio, on the west side of Akron. Um, I was born and raised. I lived there up until I joined the Navy in 2000 and one."
,,leadership_twitty-shellaree_scpo,Tell me about your childhood.,My childhood was pretty normal. I spent a lot of time with my mother on my stepfather and my brothers and sisters. I have two sisters and belay my last. I'm sorry. I have one sister and two brothers.
,,leadership_twitty-shellaree_scpo,Tell me about your family growing up.,"my family growing up. We were really close. My mother, she worked really hard. We actually lived with my great grandmother, Um, and my mother, Uh, like I said, she worked really hard to take care of myself and my sister and my two brothers. Um, we were just a close knit family. We, uh, love going to school. We were in sports track cheerleading. My brothers played football. We had a really, really, really close family."
,,leadership_twitty-shellaree_scpo,"When you were a kid, what did you want to be when you grew up?","When I was a kid, I actually wanted to be a model. That's all I thought about my mother. Actually, she signed me up from modeling. It was called Barbra's on back then and, uh, I went, I think I was in the sixth grade. Uh, and I went for an audition at Barbra's on. They actually told me I was too short."
,,leadership_twitty-shellaree_scpo,What kind of student were you?,"I was a very good student. Um, I was more of a social butterfly. My grades were good, but I was more into, uh, people. I was a took in high school. I was a communication arts major. I thought I wanted to be a TV announcer as well. Um, so for me, school was great, but being a social butterfly talking all the time, I was a cheerleader. I was part of the booster club gymnastics team, So I was I really wanted to do more things with people than do homework."
,,leadership_twitty-shellaree_scpo,What was your home life like?,"my home life was pretty well, I say normal, but what's normal these days? Um growing up with a single mom, Um, my brothers and I and my sister We grew up with my great grandmother and my mother and life was great, but I think it was different because at a young age, my father, our father was killed. And I remember that I remember just shuras It was yesterday s O. While we had a normal childhood, my mother went through a lot of different things. A different emotional things because of my father getting killed when we were young. So normal, but kind of sad as well, kind of emotional. My brothers and sister and I we we did everything normal like everyone else. We went to school, went to church, sang in the choir, and we were very active in sports. But it was a little emotional for my mom because of my father being killed when we were really young"
,,leadership_twitty-shellaree_scpo,When did you start working with the Navy?,"I started in the Navy in 2000 and 1 March of 2001. It's funny. I remember that day as well. I joined the Navy because I wanted to do something different. I was back then. I was a wife and a mother. Um and I wanted to do something different. I did. I was a hairstylist asses well, and I was a personal trainer, and one day my cousin came over and said she was going to sign up, and, um, she took me with her. Unfortunately, she was going to the Air Force. She wanted me to go with her, but the Air Force wouldn't take me. But they gave me the information about the Navy, and that's when I started. Signed on that dotted line took the as Bob raised my right hand, and here I am, 19 years later,"
,,leadership_twitty-shellaree_scpo,What is your current position now?,"the command senior chief at the Reserve Center. I'm actually part of a team is called The Triad. I haven't XO. I have the CEO and XO, and then it's me. I am the closest person to the enlisted sailors. Um, I take care of them, just like I would take care of my kids. But on a professional level and personal, um, I take care of them here at the reserve center."
,,leadership_twitty-shellaree_scpo,What does a SCPO do?,"So what I do as the command senior chief here at Naval Operational Support Center, San Jose, California Um, I take care of sailors. I support my sailors in their personal lives in their professional lives by having a career development boards. Um, that's the professional side sitting down, talking to them about their careers. Um, their personal lives marriage, family, um, things personal issues as far as if someone is drinking and driving. I'm not a drinker. So I would do things like go and pick them up if I need to. Um, that's how I consider myself taking care of my sailors."
,,leadership_twitty-shellaree_scpo,What was your major leadership role?,"my major role as a leader, um is I am the the the third person in the Triad. I am the closest person Thio the sailors they enlisted outside. Um, everything comes through me first before it goes to the XO, the executive officer and the CEO of the commanding officer. Any issues both personally and professionally? It starts with me. We have a as the my CEO would call it a pecking order. And it starts with me the majority of the time on leadership issues with my petty officers or even my junior sailors. It all starts with me different concerns with, um, their career there, uh, and personal with family. All those issues start with me, and then it routes up to the XO and then to see a"
,,leadership_twitty-shellaree_scpo,How do you spend most of your time at work?,"How do I spend most of my time at work? Most of my time at work is spent walking the deck plates, walking the non osk, walking around, talking to my sailors, um, finding out if there are any issues good, bad or indifferent. Um, I like to have conversations with my sailors. So and for me, that's how I spend most of my time at work. Um, this is how I get to know them both on a professional and personal level, walking through their different areas, different departments having conversations, um, sitting down, talking to them about family, talking to them about their careers. Some to me, it's more or less like a just a common place instead of having them sit in my office where it's a little bit more professional. So that's what I That's how I spend most of my time at work walking around and I'm talking to my sales"
,,leadership_twitty-shellaree_scpo,Describe the work you did on a typical day.,"my work on a typical day starts with coming in in the morning. Put in my uniform or opening up my computer, checking to see the emails, uh, checking my emails. And then that's when I start to walk. The PNA's going to my different departments, finding out what the plan of the day for them is, what they have on their agenda, what needs to get accomplished. And I do that for all of my departments. And then after that, I circled back to my office, put everything on a note pad after I go through emails a second time. Um and then it's time to start my meeting with my commanding officer and my executive officer. After I let them know, let the triad know what the sailors have on their agenda. The meeting is adjourned. I come back to my office and then I just start executing the plan of the day. Um, making sure that my sailors were taken care of, um, that I am taking care of going through emails, uh, answering questions, answering questions from, um you know, others, uh, outside of the command"
,,leadership_twitty-shellaree_scpo,Describe the physical environments in which you've worked.,"the physical environments that I've worked. I came in the Navy on a ship. The first, uh, my first tour was on a ship. Uh, the USS Carl Marotte in Major C 57 out of Sync, Ingleside, Texas. I was a culinary specialist then, and that physical environment, um, was very task tasking. It was three of us on this ship myself. I was a third class a second class in the first class. Um, all weather ship. A very small ship, 186 ft long. There were only 50 p 54 people to include, uh, 15 women out of the 54 people. Very, uh, physical. A lot of physical work you would expect for a CS to be in the galley cooking. Correct? Well, some of my the things that I had to do waas, um when there was low visibility, they would call me out of my racket night, and I would have to go and sit on on the folks all and be the eyes and the ears for the ship. And that would be after working long hours in the galley. So very physical and taxing another, uh, physical part of being in the Navy. I actually received my CFL command fitness leader, um, certification and which helped me to be part of the PR ts. Ah, lot of the PF phase that we administer here at not San Jose. And at on this ship, I was able to watch Ah, sit ups, Um, push ups. We couldn't do run on the ship, but all we could really do was push ups and sit ups. So, to me, that's part of my physical ability. And then here at the Nas here in San Jose, I'm not able to be the command fitness leader, but just this job itself is very physical. We, um, work out PT five times a week. We are in our blue and gold yellow T shirts, blue bottoms, um, to me, that's being part of the physical part of"
,,leadership_twitty-shellaree_scpo,How many hours do you work in a typical week?,So a typical week for Meus Faras hours ago. We work Monday through Friday. We actually have a drill weekend once a month. Because I'm part of the reserves. We have a drool weekend once a month. Eso I would say we work between 40 and maybe 45 hours a week. Don't tell anybody.
,,leadership_twitty-shellaree_scpo,What kinds of problems do you deal with?,"some of the problems that come to my death. Um, and one I remember particularly we had a sailor who actually did not have a driver's license. Um, this sailor is 20 years old, 21 belay my last 21 years old and had been in the Navy for three years and never received a driver's license. Eso those were some of the that was to me was Ah, very, uh, serious, uh, situation or issue because we have where you stand a watch the command duty officer watch. And everybody here at the NAS has toe have that watch, and it means that you have to drive a vehicle. So we worked really hard his first six months being on board to help him get his driver's license. Um, we the other issues are marital issues with family members thes air personal, and we do what we deal with a lot of personal issues. We have a sailor who actually went through Ah, bad divorce and custody battle. We've also had a sailor who was, uh, found, um, Well, his he was had a DUI, and, um, we had to go to court for his do and speak on his behalf. Um, I was one of the character witnesses. I had to actually write a letter. Um, speaking about his character. They ended up dropping it because he actually told on himself Hey, didn't hurt anyone. He ran into a rail, and he called the police on himself, so they end up dropping it. But a lot of, uh, issues like that, um, come across my desk."
,,leadership_twitty-shellaree_scpo,What is a story that really shows what it is like working in your job?,"Well, I think this story that I have right now just thinking about it. So ask the question again, please. A story that shows what it's like to work in my job. I have a sailor. Well, they're all my sailors. But this one in particular, Very smart, very strong. Wheeled, Um, once he wants to be a part of everything. Great. We sit down in a career development board. That's where we sit down and talk about the career path, your personal life moving forward, staying in the Navy, getting out of the Navy. This sailor wants to get out of the Navy. He's done his time. He's he's okay with eating out. But before he gets out, he wants to start school and very admirable. We're all taking college courses and things like that. And he wanted to take a college course before he got out. Great. Signed up a few months ago. Uh, the class is eight weeks long, signed up, and then he explained to me it was motivating. He's excited about it, and he did not come to me and tell me he was struggling. I found out that he was struggling in the course when the commanding officer received a letter stating that he failed the course and would have to pay the money back. So my commanding officer came and brought the letter to me and I had to call the sailor in. It's not a good look. It's not good when you're SCM senior listed leader did not know that you were struggling when we were having all these conversations about your career and moving forward. So I had to contact the sailor having come in, have the conversation about what was going on. And then he explained to me that he tried to withdraw, but he waited too late to withdraw. He didn't think it was going to be an issue. But it is an issue because the letter went straight to the CEO, bypassed myself, bypassed the CEO at the XO and went straight to the commanding officer. He felt bad about it, and he and I asked him the question. Waas. Well, why did you tell me you were struggling? He said he thought he could handle it on his own, and that's fine. Handle those things on your own. It's fine. However, he should have explained it to me so I could have warned the CEO that he was going to be receiving this letter. Um, it's unfortunate we did take care of it. It's been a few weeks now, and it's all been taken care of. But that's a lesson learned for all sailors. Talk to your senior enlisted leader before the issue or situation gets bigger than it has to, or definitely before it gets to the CEO."
,,leadership_twitty-shellaree_scpo,What are the major benefits of doing this kind of work?,"the major benefits of doing this kind of work is, uh, watching my sales room. It is so amazing to see how they started in the beginning. From when I first checked on board to where they are now. Growth is a powerful thing, and one of my favorite sayings is when you know better, you do better. And it causes them to, uh, to grow, to think about the things that they know and, um, to make them better. So growth is powerful. For me, that is one of the big benefits of doing this job."
,,leadership_twitty-shellaree_scpo,What are the major negatives of doing this kind of work?,"So one of the major negatives doing this work is questioning myself to see if I'm actually doing what's good for the sailor, um, wanting them to succeed Mawr than they want it for themselves. That is one of the, I believe, one of the negative things for doing this kind of work."
,,leadership_twitty-shellaree_scpo,How much travel do you do in a year?,"in a year. I do a lot of traveling here, Um, in California. Um, because I am one of the senior enlisted leader. I have to keep my training, uh, up to date, and I travel a lot for training. Um, for senior enlisted leaders, we have to go different areas toe update our training on leadership on I'm actually, uh, the command Keiko casually calls assistance officer. So I have to update that and sometimes is face to face, and I have to travel. Um, we also have a chiefs meeting where we travel, um, to learn different things about leadership and, uh, different parts of our training and how to be a better leader. Um, And also how thio use our, um, use my leadership, um, with officers and junior officers."
,,leadership_twitty-shellaree_scpo,Why do you love your job?,"I love my job because, honestly, it's what I do. I take care of sailing. When I first, uh, joined the Navy, I thought about taking care of people the way I take care of my family. Um and that's why I love my job. It's rewarding. It makes me want Thio. Continue on, um, like a I've been in the Navy for 19 years. You would think that at 20 I would be ready to get out. As long as I'm still taking care of sailors and doing what I love. I'm here."
,,leadership_twitty-shellaree_scpo,What gets romanticized about your career field that really isn't that great?,"the part about my career or my job that really isn't that great is the political side of it. Um, there are rules and regulations that we have to follow. Andi I and I believe in all the rules and regulations and and and the orders of those appointed over me. But when it gets to be a little bit more political, because I like to just, I just like to take care of people, um, to ensure that their their their livelihood is being taken care of. But when it's a little when it's political, it's tough for me. Um, I can't take care of the sailors the way I want to take care of the sailors because I have to think about the political side of it, Um, and that's a little challenging for me."
,,leadership_twitty-shellaree_scpo,What are some of the common misconceptions about your field?,"what I do now, Um, what I thought I was going to be doing in the Navy, and what I do now, um, really isn't different. Um, I knew when I can't. When I joined the Navy, it was gonna be a physical, uh, challenge in the Navy. And I love being physical. I knew I was going to take care of people. I my sailors, like, I take care of my family, so I don't really think anything has is different from when I was a civilian. Andi thinking about joining the Navy, It's all actually worked itself out to where I have the best of both worlds. My civilian life has kind of carried over into my, uh, navy life. Um, very active before I joined the Navy. Physical gymnastics, cheerleading ran track, and it has carried over, um, into the navy singing, um, I sing Sometimes I sing the national anthem anthem at different events. So it all has actually, uh, worked itself out. And I do everything that I did in the civilian world, and I've actually incorporated it here in the Navy"
,,leadership_twitty-shellaree_scpo,How did your work day change over your career?,"my work day changed day to day. Just a little bit. I was here, Silas, um, before I joined the Navy and a mother, um, the day to date, uh, challenges as a hair stylist was I was busy all the time. I was one of the top hairstylists at a J. C. Penney's, um, and then I transitioned into the navy, and the day to day is still the same. The only difference is I'm not doing hair. I'm serving sailors, uh, and officers, um, long hours sometimes and still physical. Um, and basically, like I said, just taking care of sailors. That's basically what I what I do. I've done that. The hours haven't really changed that much."
,,leadership_twitty-shellaree_scpo,"Where did you have to move in your career, and how did that change things each time?","so I have moved a few times in the Navy. Um, I started out in Akron, Ohio, from Akron, Ohio. I went to Ingleside, Texas, from Texas to Jacksonville, from Jacksonville to Great Lakes, Great Lakes to Bethesda, Maryland, from Maryland to here in California. Some of the things I realized with moving and having Children is that the expectation is we expect our Children to adjust. Um, like we adjust. Sometimes that's not the case. Um, So I have six Children, five boys and one girl, most of them when I transferred to different locations, they went with me, and the expectation is they'll get it. They're resilient, and for the most part, they are. But I think the biggest challenge was wanting them to, uh, adjust quickly. Um, and those were some challenges. Now, once they're here and and and they get acclimated with the different areas, then just like their mom, they don't meet a stranger, so they get in and they fit in. But I think that was one of some of the biggest challenges. Was one of my Children to adjust quickly"
,,leadership_twitty-shellaree_scpo,Where do you see yourself in 5 years? 10?,"So in my career where I see myself in five years right now, I am actually taking a college course taking college courses. I am. My degree is health care management. And so I have a few. I have, um, 32 course. Yeah, 32 credits left. Um, so I see myself finishing my degree in the next five years. I'm taking one class at a time. Um, that's because I am a single mom. I and I am the senior enlisted leader here at the Reserve Center. So I believe in balance. So I take I'm taking my time with school. So I see myself getting my degree, my bachelor's degree transitioning here from California to wherever the Navy needs me next. And, um, long term, I see myself as master chief sh Ellery Twitty. Um, and whatever comes with that command Master Chief. What? We to a different area where I could continue, um, my job and my passion, taking care of sailors and taking care of my family"
,,leadership_twitty-shellaree_scpo,What makes a good leader?,"a good leader is someone who knows who they are. In order to be a good leader, you have to first know who you are and know what you want to do as far as a leader."
,,leadership_twitty-shellaree_scpo,What are the most important first steps in a new leadership position?,"some of the first steps in setting out as a new leader is Take your time. Walk around, get to know your sailors, your staff, maybe read a book. One of the books that I've read was the 1st 90 days. Being a good leader has a lot to do with your confidence is Well, um, just knowing what you can do what you can't do. But the main and most important is, uh, pacing yourself, taking your time, getting to know your savings and your staff."
,,leadership_twitty-shellaree_scpo,How do you set the tone as a leader? What is the right tone?,"the tone for being a good leader is being approachable, being present, looking someone in the eye and humility, um that's that sets the tone for being a good leader."
,,leadership_twitty-shellaree_scpo,"What are the most common mistakes you've seen new leaders make? (e.g., skipping steps)","a couple of common mistakes that new leaders make is showing up to a command, jumping into fast, not getting the pulse of the of the command of the staff, not getting to know, uh, the regiment of the organization first before doing the job. Um, it's important that you get to know people first, find out how things are run at the at the at the job, and I believe that's anywhere. So I think that's, uh, important."
,,leadership_twitty-shellaree_scpo,How much leadership should you take charge of versus letting your senior petty officer lead?,"as a leader, I believe in empowerment. There are some things that I believe that at my level the senior chief lead level, the senior enlisted leader level, um that I could take care of and make sure that the x o and see O are very involved and informed. However, I do believe that the empowerment of my my lpo, uh, my junior sailors empowering them, delegating different things down to them and giving them a chance to be the leader that I know there could be. Um I'm really into that African proverb. Each one teach one. And in order for them to be, uh, to be in my position one day, they have to work me out of a job. So I do believe in sharing o. R. Delegating so that it comes back to me. And then it's a training, uh, a training, a teachable moment as well"
,,leadership_twitty-shellaree_scpo,How do I balance being close with my team versus fraternizing?,"to have a balance with being close to your team and then being considered fraternization. Um, that were balanced. It is a big word. Um, for me, I'm very hands on. I like to get down down on the same level with my sailors, and I think setting the tone in the beginning of what your expectation is and how they see you and how they respect you. When you are down with them in the trenches and you're giving them tasks and things like that, I think they will. They understand. And then that balance of being close, uh, getting into their personal lives, maybe having to go on and pick up a a gallon of milk for them and take it to their homes. Um, you have to think about the balance on Dad. Ask yourself questions. You know, Would this be considered? You know, uh, maybe too close. Fraternization. Um, questioning yourself, asking yourself those questions may be talking to somebody else about it, but just remembering that there is a balance of being too close and then getting, um, deep into maybe the personal aspects of things"
,,leadership_twitty-shellaree_scpo,What are the main things that a new leader must learn and adjust to?,"a new leader must learn that they're not perfect, that they are going to make mistakes. And those mistakes are going to help them be a better leader. You have to learn from your mistakes. Um, that it's okay to fail. Um, you know, being a new leader is a challenge in itself. It's it's you feel anxious. You feel a little inadequate. Um, but as long as you have a certain amount of confidence and the will to try again, you'll be better for it."
,,leadership_twitty-shellaree_scpo,How have your priorities changed as your career progresses?,"at the start of my career. I was young in the Navy and I understood the mission mission had to get done as it has actually progressed. The mission still has to get done. But I think about the needs of my sailors, the needs of others. And in order for the mission to be completed, I have to meet the needs of my sailors. Uh, of the people, my junior, is the people that I am leaving. I have to meet their needs and the mission will be completed."
,,leadership_twitty-shellaree_scpo,What does it take to really make a change in a team?,"it takes getting to know everyone in your group in order to make a change in your teams having conversations, meeting sailors made meeting sailors, people where they're at. That is how you would make a change, Um, for the good, for the betterment of the team."
,,leadership_twitty-shellaree_scpo,How has your view of this line of work changed over time?,"the view of my line of work has changed over time has me remembering when I would watch, uh, military shows on TV. I think about how, uh, the military was just so hard core and they were up in your face and kind of negative. That's the way it was portrayed. What I feel now is that the military is more like a family, Um, at least for me. Um, you think about your family members who have challenges, who aren't perfect, that you think about your motivating family members who want to share everything. And they're they're just the sunshine in your life. And that is the way I view this, this organization now, um, as we as I As I go up the ranks, I realized that I am just I'm more personable with sailors. I'm more personable with my officers and things like that. It's not as hard core as it used to be. It Z. It's still tough and challenging, but you're you're ableto thio. Take care of people the way you see fit and not the way it's, um, done in. And, uh, like a like a robotic way. Um, that's how I as you this organization, the Navy now"
,,leadership_twitty-shellaree_scpo,What priorities would you recommend for a person entering this field?,"one of the priorities that I would recommend someone, uh, in a leadership position would be such a goals. Know what you want to do as a leader? Know what you want to know? Your expectations of how you want to be a leader. Um, once you do that, it kind of, like flows over into everyone else. But I believe setting your goals is number one."
,,leadership_twitty-shellaree_scpo,What skills do you wish you had mastered before entering your profession?,"Okay, So one of one of the skills out I think about maybe I should have mastered was more critical thinking in this organization, you have to critically think about things because of the mission Onda way things are changing so fast or are so for me. I think if I had learned more of A to be a more of a critical thinker in the beginning, um, that would have helped me, uh, earlier in my career."
,,leadership_twitty-shellaree_scpo,What is one question you wished you asked earlier?,"a question that I would ask in the beginning of a leadership position is what is What is the expectation? What do I need to do to get to the, uh, the level of a great leader?"
,,leadership_twitty-shellaree_scpo,"As a leader, how much more will I know about the overall goals of the work I am doing?","as a leader. Knowing about different goals started when I was in the Navy, very young, a za cook, peeling potatoes. That's that was my goal to fill the potatoes and make sure that everybody on the ship was fed as I promote higher in this organization the goals of my leadership, the goals of myself, they change. I think about the goals of my commanding officer, the gold of the secretary of the Navy Department of Defense. They all have different goals, but I realized, um, as a leader, we have Thio understand those goals and then meet in the middle with everyone's goals."
,,leadership_twitty-shellaree_scpo,What was the most difficult part of your training?,"the difficult part about training to be a leader waas understanding that I was going to be taking leadership leadership information for people who were younger than me. Um, you know, we think we always say, you know, age doesn't matter is just a number, but I joined this organization kind of late in life. So for me, being able to have an open mind and receive information for people who are younger than me and then trusting what they were saying was either true or I would have to follow up to make sure that what they were saying was was correct. So for me, I believe that, um, that that that barrier of the age difference, um that was a challenge for me."
